orig_premise,orig_hypothesis,gold_label,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,orig_contrast_probs,pred_edit_premise_probs,pred_edit_hypo_probs,diff_premise_probs,diff_hypothesis_probs
"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",The blanket is black.,neutral,A woman with a blanket over her head is holding a baby wrapped in a blanket.,The blanket is colorful.,0,2,1,0.2916666666666667,0.2,20.188514709472656,17.57472038269043,0.0032144004944711924,0.9960901141166687,0.8932361006736755,0.9928757136221975,0.8930938187404536
"A dark-skinned person, crouched while painting a sign.",A white man is painting his house.,neutral,"A man, crouched while painting a house.",A dark-skinned man is painting his house number.,0,2,2,0.4166666666666667,0.5,72.25702667236328,70.95536804199219,0.0017200896982103586,0.9978386759757996,0.7239776253700256,0.9961185862775892,0.7222575356718153
A woman with a black purse and a red coat is sitting on a pillar of concrete.,"The woman is running down the path, jogging with earphones in her ears.",neutral,A woman with red earphones is going down the path next to a pillar of concrete.,The woman has taken a seat.,0,2,1,0.5555555555555556,0.8,35.43465805053711,39.4121208190918,5.525918459170498e-05,0.9793253540992737,0.9835789203643799,0.979270094914682,0.9835735685273903
A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,neutral,A man in a green shirt and large beige hat is supposed to be supervising a newsstand that sells snacks and drinks.,The newsstand supervisor is wearing a green shirt.,0,0,1,0.15,1.3333333333333333,32.19182205200195,46.473175048828125,0.00022415244893636554,0.9997403025627136,0.9853416681289673,-1.728534698486328e-05,0.9853233809026278
"Two boys with blond-hair, wearing striped shirts on a bed.",Children playing in the park.,neutral,"Two boys with blond-hair, wearing striped shirts on park furniture.",Children wear shirts on a bed.,0,0,1,0.14285714285714285,0.8333333333333334,98.01912689208984,118.1475830078125,0.0001553822512505576,0.8112264275550842,0.9859515428543091,-0.18860429525375366,0.9859377182119715
A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the foot and wearing a striped shirt.,neutral,A man pointing wearing a shirt in a small boat filled with many people.,A man is pointing and wearing a striped shirt.,0,2,1,0.21052631578947367,0.23076923076923078,63.86936569213867,103.41051483154297,0.002140664029866457,0.9127161502838135,0.9717153906822205,0.910575486253947,0.9714082856080495
A singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,neutral,A producer wearing a large leather jacket has to perform on stage with dramatic lighting behind him.,the singer did not show up until the show was about to start.,0,0,0,0.3333333333333333,1.3333333333333333,48.830657958984375,97.13453674316406,0.9994494318962097,0.9961788654327393,0.9992485642433167,-0.003270566463470459,-0.0002008676528930664
Two daschunds play with a red ball,A cat in a litter box.,neutral,Two daschunds play with a red ball and bark at the cat.,Two dogs play with a small ball.,0,0,2,0.8571428571428571,0.8571428571428571,107.09508514404297,66.29681396484375,6.540540925925598e-05,0.9921850562095642,0.6956988573074341,-0.007739841938018799,0.6956334518981748
A man playing a piano,A boy is playing trombone.,neutral,A musician is playing an instrument,A boy is also playing trombone.,0,2,2,0.8,0.16666666666666666,96.77932739257812,91.10845947265625,0.0008278921595774591,0.9693231582641602,0.6679554581642151,0.9684952661045827,0.6671275660046376
San Fransisco 49ers football field with cheerleaders and a packed stadium.,The football game got cancelled and the field is empty.,neutral,San Fransisco 49ers football field without any cheerleaders and an empty stadium.,The football game was packed.,0,2,1,0.3333333333333333,0.6363636363636364,50.85012435913086,42.890159606933594,0.00012802743003703654,0.9871747493743896,0.8447355031967163,0.9870467219443526,0.8447285229322006
Many roller derby players skating around the rink.,roller derby players laying down after the match.,neutral,Many roller derby players are laying down.,fat roller derby players are skating.,0,2,2,0.4444444444444444,0.6666666666666666,276.28875732421875,139.8934783935547,0.0002830491866916418,0.9894741177558899,0.9992600083351135,0.9891910685691983,0.9989769591484219
A man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,neutral,A man standing in front of a building on the phone as two girls walk out on the side.,A man uses a phone.,0,0,1,0.22727272727272727,1.0,67.55039978027344,48.89371871948242,4.110285226488486e-05,0.9988196492195129,0.9899466633796692,-0.0011335015296936035,0.9899410012035332
The man in the sailor suit is holding literature.,A chef is cooking stew.,neutral,The chef in the uniform is cooking.,A man is holding something.,0,2,1,0.5,0.5,61.45503234863281,99.75773620605469,6.516521534649655e-05,0.9989238381385803,0.9754119515419006,0.9988586729232338,0.9754078819969436
Two women wearing red are smiling at the camera.,With their backs turned to the camera were two women wearing blue dresses,neutral,Two women wearing dresses are smiling.,Shyingly facing the camera were two women wearing red dresses.,0,0,2,0.4,0.5384615384615384,91.14252471923828,51.832489013671875,0.0004166380676906556,0.6959851980209351,0.9414414763450623,-0.30357056856155396,0.9410248382773716
A young black man is getting his hair buzzed off.,The lady is at the hair salon.,neutral,A young black woman is getting her hair buzzed off.,The man is at the luxury hair salon.,0,2,2,0.18181818181818182,0.25,45.0091552734375,40.62369155883789,0.0108830276876688,0.9569036960601807,0.8150294423103333,0.9460206683725119,0.8041464146226645
A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A woman adjusts her bra,neutral,A woman man with a pinstriped shirt and tan slacks adjusts her clothing while looking at a apple laptop computer.,A man adjusts his ridiculous attire.,0,0,1,0.2,1.0,81.64483642578125,99.2732925415039,0.00024380098329856992,0.7632299065589905,0.9416155219078064,-0.23650145530700684,0.9415906776775955
A man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,neutral,A man wearing a business suit holds up a pen as another laughs.,the man has had a successful day.,0,0,2,0.2,1.0,69.87602996826172,66.83699798583984,6.81367382640019e-05,0.9998266100883484,0.6961599588394165,-0.00010102987289428711,0.6960918221011525
A black man in a blue suit is talking on a cellphone while smoking.,The man is jogging,neutral,A black person in a blue suit is jogging and is talking on a cellphone while smoking.,The man is smoking,0,1,1,0.26666666666666666,0.25,31.326704025268555,33.05717849731445,0.00610671890899539,0.8260606527328491,0.8514512777328491,0.8259295579337049,0.8513201829337049
A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,A girl puts on some sunglasses,neutral,A little child in a blue shirt is putting some sunglasses up to a window while a lady watches.,A boy puts on some sunglasses,0,2,1,0.09523809523809523,0.16666666666666666,50.64510726928711,66.21296691894531,0.0011034642811864614,0.9138573408126831,0.9900796413421631,0.9127538765314966,0.9897724459005985
Three women are dancing among the bamboo.,A group of men are fencing.,neutral,Three women are dancing among the bamboo while four athletes are fencing.,Women are ballet dancing.,0,0,0,0.625,0.8571428571428571,268.0440368652344,131.13363647460938,0.00013037180178798735,0.8765935897827148,0.9925485253334045,-0.12326490879058838,-0.007309973239898682
A person in a red shirt is mowing the grass with a green riding mower.,A person in red is swimming in the Olympics.,neutral,A person in a red shirt is swimming.,A person in a red shirt is thirsty from mowing the grass.,0,2,2,0.5,0.6,24.745264053344727,39.03359603881836,5.899782536289422e-06,0.9959406852722168,0.9784137010574341,0.9958568723886856,0.9783298881739029
"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is diving off a mountain.,neutral,"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper,then she gets up and dives.",A woman in an American uniform sits at a table and feels unhappy.,0,0,1,0.2,1.25,16.77815818786621,28.825054168701172,2.1275518520269543e-05,0.970615565776825,0.8199433088302612,-0.02936166524887085,0.8199417516098038
A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,neutral,A businessman  conducts necessary business in a plaza using a concrete abutment as a work table.,man in sweater,2,2,1,0.19047619047619047,0.3333333333333333,194.55126953125,460.7877197265625,0.39097559452056885,0.8189416527748108,0.981107771396637,0.42796605825424194,0.6508642435073853
A girl in a black sweater and jeans pours water into an empty soda bottle.,A girl pours water into the ocean,neutral,A child in a black sweater and jeans pours water into the ocean.,A girl pours soda into the bottle.,0,2,0,0.3125,0.42857142857142855,20.758224487304688,22.171445846557617,0.7302113771438599,0.9863522052764893,0.927854597568512,0.7174627184867859,0.1976432204246521
Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,A man is wearing nothing.,neutral,Man bowing on floor in front of another man bowing on floor with two other men wearing blue kneeling on same floor also.,A large man is wearing blue bowing.,0,0,2,0.14285714285714285,0.5,36.21729278564453,64.65457153320312,0.001238069380633533,0.996291995048523,0.9754238724708557,-0.002186000347137451,0.9741858030902222
A white greyhound dog wearing a muzzle runs around a track.,The dog is not wearing a muzzle.,neutral,A white greyhound dog runs around a track.,The dog is wearing a brown muzzle.,0,1,2,0.25,0.25,85.05290985107422,64.0899658203125,0.0007504799868911505,0.7379766702651978,0.9763017296791077,0.7378148030256853,0.9755512496922165
A man in colorful shorts is surfing under a wave.,A man is sunbathing.,neutral,A man in colorful shorts is lying down at the beach.,A man is surfing.,0,2,1,0.45454545454545453,0.2,83.82697296142578,54.385799407958984,0.00293370452709496,0.6618770360946655,0.9901354908943176,0.6589433315675706,0.9899724874121603
A man swings his tennis racquet as the tennis ball gets closer to him.,A man is shooting a basketball at the goal.,neutral,"A man swings his tennis racquet as the tennis ball gets closer to him, and there are many other people at the athletic complex.",A man is swinging his racket at the ball.,0,0,1,0.7333333333333333,0.4,26.712858200073242,36.48817443847656,6.785216100979596e-05,0.9998892545700073,0.8472744226455688,-3.7789344787597656e-05,0.8472692421751162
A man is sitting on the floor and is surrounded by pictures.,A man sitting on a barren floor.,neutral,A man is sitting on the floor.,A man sitting on floor full of photos from vacation.,0,2,2,0.38461538461538464,0.75,80.47223663330078,38.45486068725586,0.0008573346422053874,0.964509904384613,0.9986684322357178,0.9636525697424076,0.9978110975935124
"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy plays a video game.,neutral,"a boy wearing jean shorts, and a black and blue shirt sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy is near other people.,0,2,1,0.13513513513513514,0.5714285714285714,51.417232513427734,53.007843017578125,0.03310240060091019,0.9112336039543152,0.9965932965278625,0.878131203353405,0.9945044650230557
"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",Two girls playing hopscotch in an open court.,neutral,"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are playing.",Two girls are near each other.,0,2,1,0.18181818181818182,0.6666666666666666,13.73951530456543,19.10507583618164,0.0011080439435318112,0.9913932085037231,0.9922252893447876,0.9902851645601913,0.9921863458548614
People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,neutral,People are moving to their destination while looking outside of the glass that makes up the wall.,People are taking the escalator up.,0,0,2,0.2608695652173913,0.3333333333333333,27.18091583251953,49.855953216552734,0.0012725966516882181,0.7244752645492554,0.3567407727241516,-0.27416831254959106,0.3554681760724634
A person in blue is the only person currently throwing their ball at a bowling alley.,The person is eating nachos.,neutral,Several people in blue are the only group currently eating at a bowling alley.,The person is practicing for a league game.,0,0,2,0.4117647058823529,0.8333333333333334,57.03452682495117,99.06451416015625,0.00023934623459354043,0.8143913745880127,0.9286908507347107,-0.1853620409965515,0.9284515045001172
"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance.",The bandana is expensive.,entailment,"A man wearing black pants, an orange and brown striped shirt, and a costly bandanna made from the finest silk is in a ""just thrown a bowling ball"" stance.",The bandana is black.,2,1,1,0.25,0.2,38.70856857299805,61.929256439208984,0.9951454997062683,0.9460539221763611,0.9795814156532288,0.9430378223769367,0.9765653158538043
At least eight people are sitting at a table in a building that overlooks the city.,People sitting on the floor,neutral,At least eight tall people are sitting at a table in a building that overlooks the city.,People sitting at the dinner table.,0,0,2,0.058823529411764705,0.8,25.316469192504883,28.75909996032715,0.00973755493760109,0.9900007247924805,0.8223623037338257,0.0024701356887817383,0.8126247487962246
A photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,The photographer is taking a photo of a dog.,neutral,A photographer and assistant take a photo of a married couple and their pets in front of large white columns and a yellow wall.,The photographer is taking a photo of a man and a woman.,0,2,1,0.3,0.4,18.273658752441406,32.26522445678711,0.00021894456585869193,0.8005539774894714,0.9827595949172974,0.8003350329236127,0.9827344809600618
